target_variable,country,feature_variable,importance_mean,importance_std
Q47,276,Q103,0.0015081967213114822,0.00286280392825484
Q47,276,Q104,2.220446049250313e-18,4.440892098500626e-18
Q47,276,Q105,-0.00032786885245901455,0.0005486295255961135
Q47,276,Q106,-0.00019672131147538944,0.004531712142471093
Q47,276,Q107,-0.0036721311475409737,0.011568521542295271
Q47,276,Q108,-0.0004590163934426116,0.0060973029225486275
Q47,276,Q109,0.003606557377049195,0.0026311347734739613
Q47,276,Q110,-0.0030163934426229366,0.009755737567181164
Q47,276,Q111,-0.0029508196721311315,0.0019117875065066507
Q47,276,Q112,0.00019672131147542866,0.007420563828686396
Q47,276,Q113,0.002032786885245915,0.0026748954825404846
Q47,276,Q114,0.0006557377049180514,0.004004834487764591
Q47,276,Q115,-0.000655737704918021,0.0043743160865987955
Q47,276,Q116,-0.0013114754098360539,0.005937957467631097
Q47,276,Q117,0.001508196721311489,0.010439624347507219
Q47,276,Q118,-0.000983606557377037,0.003438717534984112
Q47,276,Q119,0.0002622950819672331,0.007205360959174925
Q47,276,Q120,0.005573770491803294,0.006625871779183818
Q47,276,Q121,0.0009836065573770622,0.011722859005947044
Q47,276,Q122,-0.00019672131147539985,0.005508196721311482
Q47,276,Q123,-0.0009836065573770347,0.004026250867674428
Q47,276,Q124,-0.0029508196721311367,0.004827583559162219
Q47,276,Q125,0.0011803278688524697,0.0017546345128209406
Q47,276,Q126,0.0008524590163934611,0.0052483600796757405
Q47,276,Q127,-0.00026229508196721314,0.00043496718562038205
Q47,276,Q128,-0.001836065573770481,0.0045174569572852055
Q47,276,Q129,-0.0009836065573770414,0.0028582943892070016
Q47,276,Q130,-0.0002622950819672021,0.001800594126917516
Q47,276,Q131,-0.005245901639344248,0.005359427342085922
Q47,276,Q132,-0.0011147540983606518,0.0028401846331419954
Q47,276,Q133,-0.00013114754098358938,0.004987918755603057
Q47,276,Q134,-0.00019672131147540177,0.003093803570383061
Q47,276,Q135,-0.0015737704918032658,0.0034349641583498484
Q47,276,Q136,-0.00045901639344261174,0.002160951744692997
Q47,276,Q137,-0.0040655737704917904,0.006559343967301618
Q47,276,Q138,0.002688524590163951,0.006704577329112802
Q47,276,Q139,0.00019672131147542403,0.002740010808626389
Q47,276,Q140,-0.001049180327868836,0.004429992328932343
Q47,276,Q141,0.00013114754098361603,0.00044474294971313006
Q47,276,Q142,-0.0005245901639344132,0.002716369203568262
Q47,276,Q143,-0.003344262295081954,0.011403804699450952
Q47,276,Q144,0.0,0.0
Q47,276,Q145,0.0003278688524590178,0.001988950936144678
Q47,276,Q146,-0.0011803278688524374,0.005859962127934135
Q47,276,Q147,0.0005245901639344461,0.007318455831241295
Q47,276,Q148,-0.003999999999999987,0.003936611415030469
Q47,276,Q149,-0.0005245901639344197,0.002544735463859977
Q47,276,Q150,-0.0005901639344262132,0.005093693504508444
Q47,276,Q151,-0.0010491803278688393,0.003441217511711984
Q47,276,Q152,-0.0019672131147540793,0.005854088949682794
Q47,276,Q153,0.0035409836065573947,0.009702702449799597
Q47,276,Q154,0.001049180327868867,0.008424124250623858
Q47,276,Q155,-0.0027540983606557197,0.005848945080912201
Q47,276,Q156,-0.0005245901639344107,0.005073393084297624
Q47,276,Q157,-0.0031475409836065433,0.008452659957677121
Q47,276,Q158,-0.002032786885245891,0.005300535181104584
Q47,276,Q159,-0.0032131147540983493,0.008098825233903343
Q47,276,Q160,0.000852459016393458,0.008072767683416339
Q47,276,Q161,0.0016393442622950935,0.005439066584479403
Q47,276,Q162,-0.0005245901639344098,0.00835029895330183
Q47,276,Q163,-0.0036065573770491673,0.007805757975057304
Q47,276,Q164,-0.004655737704918016,0.007469079862396892
Q47,276,Q165,-0.0011147540983606418,0.0052072345432372
Q47,276,Q166,0.0002622950819672298,0.003892674643844165
Q47,276,Q167,0.0009180327868852499,0.0013971984100106631
Q47,276,Q168,0.0006557377049180446,0.0008797644501638515
Q47,276,Q169,-0.003737704918032772,0.009286505425364187
Q47,276,Q170,0.006295081967213134,0.005365040568939753
Q47,276,Q171,-0.0016393442622950685,0.00484979989169852
Q47,276,Q172,0.00026229508196722663,0.002650673171332167
Q47,276,Q173,-0.0006557377049180191,0.0019781118857702764
Q47,276,Q174,0.0020327868852459195,0.000959261563169039
Q47,276,Q175,-0.0019016393442622792,0.005669003212210101
Q47,276,Q176,0.0015737704918032936,0.006419534819945147
Q47,276,Q177,0.001573770491803295,0.004725863015535015
Q47,276,Q178,-0.0030163934426229314,0.005581094513036916
Q47,276,Q179,0.0006557377049180357,0.0013114754098360714
Q47,276,Q180,0.002295081967213131,0.004818668346458722
Q47,276,Q181,-0.0008524590163934388,0.0007923308835143954
Q47,276,Q182,-0.0020983606557376916,0.00872057189024813
Q47,276,Q183,0.00019672131147542468,0.012226651096837826
Q47,276,Q184,-0.004721311475409825,0.009587235085900118
Q47,276,Q185,0.00026229508196723113,0.007734925869378702
Q47,276,Q186,6.557377049181829e-05,0.00742867183809806
Q47,276,Q187,0.0028852459016393663,0.004376281629760946
Q47,276,Q188,-0.0021639344262294946,0.004763021586186207
Q47,276,Q189,0.0,0.0
Q47,276,Q190,-0.001377049180327855,0.006742947981946377
Q47,276,Q191,0.00039344262295082594,0.001003085805952681
Q47,276,Q192,0.0,0.0
Q47,276,Q193,0.0017704918032787043,0.009802346575567014
Q47,276,Q194,4.423544863740858e-18,0.0005865096334425692
Q47,276,Q195,-0.0017049180327868684,0.002957369779352057
Q47,276,Q196,-0.0018360655737704756,0.003404788192982862
Q47,276,Q197,0.0013770491803278859,0.004847139308216743
Q47,276,Q198,0.0004590163934426406,0.0053134989061988025
Q47,276,Q199,0.0026229508196721494,0.00590163934426229
Q47,276,Q200,0.0007213114754098482,0.005989868719564193
Q47,276,Q201,-0.0007213114754098226,0.003466118107908855
Q47,276,Q202,-0.0020327868852458874,0.003113200647991918
Q47,276,Q203,-0.001967213114754086,0.004650655272523838
Q47,276,Q204,-0.003999999999999986,0.0045920370885276385
Q47,276,Q205,-0.0013114754098360484,0.006961328276506341
Q47,276,Q206,-0.0024262295081967124,0.006769042833082725
Q47,276,Q207,-0.0031475409836065394,0.004181324214276692
Q47,276,Q208,-0.00498360655737703,0.006749321882586794
Q47,276,Q209,0.00019672131147542397,0.005608761909598193
Q47,276,Q210,0.00039344262295083483,0.0037290668086853644
Q47,276,Q211,0.00019672131147541617,0.007631953083859162
Q47,276,Q212,-0.0014426229508196554,0.0033666879089818786
Q47,276,Q213,-0.0019016393442622768,0.005444597706136937
Q47,276,Q214,-0.0028196721311475213,0.0030306150841419876
Q47,276,Q215,-0.004327868852458998,0.006029222040116773
Q47,276,Q216,-0.001967213114754085,0.0029544604133950945
Q47,276,Q217,-0.0003934426229508025,0.0026506731713321604
Q47,276,Q218,-0.0022295081967212893,0.004793617542950052
Q47,276,Q219,-0.0010491803278688393,0.0030714854894768173
Q47,276,Q220,-0.0005901639344262145,0.0039908522110696275
Q47,276,Q221,-0.0030163934426229366,0.004266832389507527
Q47,276,Q222,-0.0007868852459016375,0.0017546345128209373
Q47,276,Q223,-0.00183606557377047,0.00691049235550832
Q47,276,Q224,-0.0012459016393442468,0.0025090001927487115
Q47,276,Q225,0.0011803278688524697,0.0033857916441772102
Q47,276,Q226,-0.000590163934426214,0.012905544433684473
Q47,276,Q227,-0.001180327868852441,0.0052483600796757405
Q47,276,Q228,0.0011803278688524745,0.006216033744867716
Q47,276,Q229,-0.0007213114754098272,0.0028158571217814917
Q47,276,Q230,0.0015081967213114932,0.006480201588763517
Q47,276,Q231,0.0,0.00041472493903847783
Q47,276,Q232,-0.0010491803278688404,0.002769667158287599
Q47,276,Q233,0.0032131147540983714,0.006588124633498438
Q47,276,Q234,-0.0003278688524590026,0.0050920048939848365
Q47,276,Q235,0.001311475409836079,0.004198769991759237
Q47,276,Q236,0.0030819672131147677,0.005639344262295089
Q47,276,Q237,0.00249180327868854,0.0032694953081489697
Q47,276,Q238,0.0015737704918032912,0.00161156796425502
Q47,276,Q239,0.00013114754098362283,0.0034047881929828725
Q47,276,Q240,0.001377049180327884,0.006575058129891216
Q47,276,Q241,-0.00314754098360654,0.006015656362586089
Q47,276,Q242,0.000262295081967232,0.004473457810048673
Q47,276,Q243,-0.0020983606557377,0.0019737595991203096
Q47,276,Q244,0.0016393442622950993,0.007266567961807254
Q47,276,Q245,-0.0028852459016393277,0.002517554599403601
Q47,276,Q246,0.0009836065573770637,0.009031581842203894
Q47,276,Q247,0.0006557377049180444,0.01308685557215563
Q47,276,Q248,-0.0020327868852458852,0.003629731804091285
Q47,276,Q249,-0.0006557377049180335,0.000854977364616745
Q47,276,Q250,0.0005901639344262409,0.007981165682006876
Q47,276,Q251,0.003213114754098378,0.012862157598626725
Q47,276,Q252,-0.0010491803278688374,0.006331859779448295
Q47,276,Q253,-0.00144262295081966,0.005090315723298465
Q47,276,Q254,-0.000590163934426217,0.008024150593295594
Q47,276,Q255,-0.0013770491803278527,0.005068305274475961
Q47,276,Q256,-0.0003934426229508026,0.001870864605598306
Q47,276,Q257,-0.00308196721311473,0.007606557377049188
Q47,276,Q258,-0.003868852459016378,0.005316734898524463
Q47,276,Q259,0.0009836065573770637,0.004339774979088349
Q47,566,Q260,-0.0011336032388663986,0.0012648177612804455
Q47,566,Q262,-0.0005668016194332017,0.012150066708924823
Q47,566,Q263,0.0,0.0
Q47,566,Q264,0.0,0.0
Q47,566,Q265,0.0,0.0
Q47,566,Q266,0.0,0.0
Q47,566,Q267,0.0,0.0
Q47,566,Q268,0.0,0.0
Q47,566,Q269,0.0,0.0
Q47,566,Q270,-0.00016194331983806072,0.007658566528146311
Q47,566,Q271,0.0004858299595141656,0.0028443996874899335
Q47,566,Q272,-0.0011336032388664032,0.004460061329204989
Q47,566,Q273,0.0011336032388663986,0.0007850493696220738
Q47,566,Q274,-0.002591093117408916,0.0034789556370754663
Q47,566,Q275,0.0019433198380566896,0.003687545760886088
Q47,566,Q276,0.0033198380566801687,0.005305961109443211
Q47,566,Q277,-0.0003238866396761032,0.0033424724600081756
Q47,566,Q278,0.0005668016194332036,0.002151470486734659
Q47,566,Q279,-0.0035627530364372483,0.0076190846938932735
Q47,566,Q280,-0.0006477732793522238,0.005238810079229757
Q47,566,Q281,0.00016194331983805134,0.005797254192605246
Q47,566,Q282,0.0019433198380566744,0.003171361300010739
Q47,566,Q283,0.0005668016194331951,0.007388414393211608
Q47,566,Q284,-0.0013765182186234837,0.004556050168950668
Q47,566,Q285,-8.097165991903365e-05,0.003669722815748904
Q47,566,Q286,0.00040485829959514125,0.004420192409378512
Q47,566,Q287,0.0011336032388664032,0.002702561824822449
Q47,566,Q288,-0.00032388663967611195,0.004002982054836711
Q47,566,Q289CS9,0.00016194331983805814,0.00457041807017654
Q47,566,Q290,-0.0014574898785425128,0.004289205712760822
Q47,566,Q1,0.0,0.0
Q47,566,Q2,-0.0015384615384615487,0.0029574060514574443
Q47,566,Q3,-0.0029959514170040634,0.007675669199128144
Q47,566,Q4,-0.00016194331983805828,0.004512671997762871
Q47,566,Q5,0.001133603238866392,0.0036697228157488524
Q47,566,Q6,8.097165991902911e-05,0.00016194331983805822
Q47,566,Q7,0.0,0.0
Q47,566,Q8,-0.0017004048582996045,0.0030340071247280014
Q47,566,Q9,0.0017813765182186161,0.002120777466187674
Q47,566,Q10,0.0003238866396761032,0.005790464511346128
Q47,566,Q11,-0.00016194331983805822,0.0004128760739751282
Q47,566,Q12,0.0012955465587044567,0.005722124613459016
Q47,566,Q13,0.00024291497975708509,0.002450647117477132
Q47,566,Q14,-0.0005668016194332038,0.0022263525643510364
Q47,566,Q15,-0.0029149797570850325,0.0038866396761133852
Q47,566,Q16,0.0009716599190283627,0.0028235782630223055
Q47,566,Q17,0.0019433198380566785,0.004393412134818
Q47,566,Q18,-4.440892098500626e-18,8.881784197001253e-18
Q47,566,Q19,-0.002105263157894734,0.0021331076716306807
Q47,566,Q20,0.0009716599190283405,0.004379960594752564
Q47,566,Q21,0.00040485829959514775,0.0006272037807623449
Q47,566,Q22,-8.097165991903133e-05,0.00039667850085557644
Q47,566,Q23,0.00016194331983805378,0.00019833925042778413
Q47,566,Q24,0.0008097165991902954,0.0015148410472769131
Q47,566,Q25,-0.0005668016194332014,0.0043499193582391535
Q47,566,Q26,-8.09716599190291e-05,0.0009016622449927246
Q47,566,Q27,0.007530364372469643,0.00467677055164165
Q47,566,Q28,-0.0011336032388663986,0.004618934638688818
Q47,566,Q29,-0.0008906882591093069,0.003809972584945321
Q47,566,Q30,-8.097165991903348e-05,0.005582935765486065
Q47,566,Q31,0.0013765182186234813,0.0053133699486714045
Q47,566,Q32,-0.0005668016194331973,0.003905151595720667
Q47,566,Q33,-0.0001619433198380471,0.0040856601818762515
Q47,566,Q34,0.0029959514170040413,0.0033148970834751
Q47,566,Q35,-0.001619433198380571,0.004742202579545394
Q47,566,Q36,0.0015384615384615395,0.004793084562574516
Q47,566,Q37,0.0030769230769230795,0.004563239774447068
Q47,566,Q38,0.00331983805668016,0.0026287745879753853
Q47,566,Q39,0.0019433198380566896,0.0019058465256582902
Q47,566,Q40,0.0016194331983805648,0.0054377759968844966
Q47,566,Q41,0.003157894736842106,0.0037052829760802
Q47,566,Q42,-0.00032388663967611645,0.0020063986547957735
Q47,566,Q43,-0.00048582995951417006,0.002338385275820805
Q47,566,Q44,0.00016194331983804716,0.0028119441869126193
Q47,566,Q45,-1.769417945496343e-17,0.002469303754166294
Q47,566,Q46,0.04696356275303642,0.012001846579990923
Q47,566,Q48,0.005344129554655861,0.007532540715502989
Q47,566,Q49,0.011659919028340075,0.010284994616519256
Q47,566,Q50,0.009878542510121447,0.010774404407020223
Q47,566,Q51,0.0017004048582996002,0.003978337974587285
Q47,566,Q52,0.00048582995951417033,0.003731730727709437
Q47,566,Q53,-0.002105263157894737,0.004280024384259936
Q47,566,Q54,-0.0009716599190283271,0.0037944532838413048
Q47,566,Q55,-0.0018623481781376541,0.0013206078081214835
Q47,566,Q56,-0.0017813765182186137,0.004915986797298971
Q47,566,Q57,-0.0008906882591093113,0.0012118728378215345
Q47,566,Q58,0.0038056680161943322,0.004753250241761672
Q47,566,Q59,0.0011336032388663984,0.004710296217732468
Q47,566,Q60,0.0007287449392712533,0.005452225382844517
Q47,566,Q61,0.0026720647773279425,0.0032246652229538483
Q47,566,Q62,-0.0008906882591093023,0.0030662504014188473
Q47,566,Q63,0.00510121457489878,0.004773895699751796
Q47,566,Q64,0.0004048582995951434,0.006053951625107293
Q47,566,Q65,-0.002914979757085019,0.004518479814835228
Q47,566,Q66,0.00024291497975708742,0.0022844916566260656
Q47,566,Q67,-8.097165991903139e-05,0.004123994033440297
Q47,566,Q68,0.005020242914979756,0.007094152587468644
Q47,566,Q69,0.0011336032388664032,0.0022672064777328168
Q47,566,Q70,-0.001133603238866392,0.0031506196693674147
Q47,566,Q71,-0.0027530364372469586,0.002086493720927149
Q47,566,Q72,-0.001862348178137645,0.0028351645991921788
Q47,566,Q73,-0.0007287449392712509,0.00547622296968775
Q47,566,Q74,0.0003238866396761097,0.003150619669367426
Q47,566,Q75,-0.0014574898785425087,0.00428920571276084
Q47,566,Q76,-0.0008906882591093134,0.00537959036174028
Q47,566,Q77,0.0038866396761133614,0.005060566799028276
Q47,566,Q78,0.005263157894736847,0.0059776611579892315
Q47,566,Q79,0.0009716599190283382,0.0026187792111410837
Q47,566,Q80,-0.0019433198380566694,0.0050851233904802015
Q47,566,Q81,-8.097165991902271e-05,0.006184666057952517
Q47,566,Q82,-0.002024291497975701,0.0023745551900591425
Q47,566,Q82_AFRICANUNION,0.00024291497975708064,0.003803082936297151
Q47,566,Q83,0.0006477732793522283,0.003946901249215877
Q47,566,Q84,0.00016194331983806045,0.002631267499477219
Q47,566,Q85,-0.00380566801619433,0.005112127649446054
Q47,566,Q86,8.097165991903123e-05,0.004717250741256547
Q47,566,Q87,-0.00040485829959513876,0.004360457333712163
Q47,566,Q88,-0.0015384615384615395,0.0053183034408657666
Q47,566,Q89,-0.0029959514170040504,0.003544302611860643
Q47,566,Q90,0.00550607287449393,0.002463987701166469
Q47,566,Q91,0.00032388663967611634,0.003362030686967901
Q47,566,Q92,-0.0010526315789473673,0.0029037119153103134
Q47,566,Q93,-0.0004048582995951389,0.0023327708973098146
Q47,566,Q94,0.0006477732793522329,0.0023551481088662416
Q47,566,Q95,0.0028340080971659878,0.0032890843743465506
Q47,566,Q96,0.0022672064777327925,0.0017100171726269616
Q47,566,Q97,0.0003238866396761076,0.0037052829760801766
Q47,566,Q98,-0.0034817813765182183,0.0032246652229538457
Q47,566,Q99,0.00032388663967611867,0.00240746052588156
Q47,566,Q100,0.0006477732793522238,0.0038459407569353516
Q47,566,Q101,0.002995951417004045,0.00804273201090784
Q47,566,Q102,-0.0008906882591093225,0.00185352601494084
Q47,566,Q103,0.0003238866396761231,0.002890132517825864
Q47,566,Q104,0.001214574898785421,0.004056672080931305
Q47,566,Q105,-0.005020242914979754,0.0034695198843123134
Q47,566,Q106,-0.004291497975708507,0.0018393225411499014
Q47,566,Q107,8.097165991902697e-05,0.005379590361740295
Q47,566,Q108,0.0016194331983805598,0.004420192409378534
Q47,566,Q109,-0.0016194331983805685,0.003416198074450048
Q47,566,Q110,0.0024291497975708442,0.00602137407047067
Q47,566,Q111,0.0006477732793522282,0.0018214124500732173
Q47,566,Q112,-0.002348178137651828,0.0027146647148567457
Q47,566,Q113,-0.002591093117408909,0.0024639877011664695
Q47,566,Q114,-0.0009716599190283403,0.0031002736387168764
Q47,566,Q115,-0.0009716599190283317,0.0033542210813292312
Q47,566,Q116,0.0009716599190283403,0.0013930891120716791
Q47,566,Q117,0.0013765182186234726,0.0014619813834225038
Q47,566,Q118,0.00016194331983805828,0.0073439108297154495
Q47,566,Q119,0.0016194331983805641,0.0060431119536988945
Q47,566,Q120,0.004453441295546557,0.006339620771194636
Q47,566,Q121,0.0008097165991902845,0.005662229550460621
Q47,566,Q122,0.0017004048582995978,0.003023182947788594
Q47,566,Q123,0.00024291497975708273,0.0026062310833086548
Q47,566,Q124,-0.0003238866396761164,0.0011278047188003116
Q47,566,Q125,0.0021052631578947394,0.0033129186308467414
Q47,566,Q126,-0.0009716599190283448,0.0019263768831368866
Q47,566,Q127,0.0015384615384615374,0.004051820567837041
Q47,566,Q128,-0.001295546558704452,0.0047102962177324615
Q47,566,Q129,0.0036437246963562653,0.0026977054654182234
Q47,566,Q130,0.0019433198380566876,0.002653598317113197
Q47,566,Q131,0.010283400809716594,0.010333329015266865
Q47,566,Q132,-0.0006477732793522282,0.006526134956958673
Q47,566,Q133,-0.0018623481781376515,0.0031734280068446198
Q47,566,Q134,-0.003724696356275299,0.007056158681468629
Q47,566,Q135,0.0008906882591093044,0.004076020388227736
Q47,566,Q136,0.0034817813765182157,0.005560578044822481
Q47,566,Q137,0.0017813765182186116,0.0052137198484227725
Q47,566,Q138,0.0023481781376518194,0.0023101769421355837
Q47,566,Q139,-0.002186234817813773,0.003003601132144379
Q47,566,Q140,0.0018623481781376583,0.002073886392690809
Q47,566,Q141,-0.0008097165991902911,0.0016194331983805821
Q47,566,Q142,0.002429149797570842,0.005328156721088958
Q47,566,Q143,0.004777327935222677,0.006211112197818651
Q47,566,Q144,-0.000728744939271253,0.0019734506246079438
Q47,566,Q145,0.0011336032388663852,0.003936921710491742
Q47,566,Q146,0.0004858299595141702,0.002628774587975396
Q47,566,Q147,0.0017813765182186317,0.002926204210460355
Q47,566,Q148,0.000242914979757094,0.003478955637075426
Q47,566,Q149,0.002834008097165985,0.0019161392010039176
Q47,566,Q150,-0.0005668016194332082,0.002606231083308695
Q47,566,Q151,-0.0022672064777327972,0.0015061599382784174
Q47,566,Q152,0.0024291497975708507,0.007318870632211627
Q47,566,Q153,0.000566801619433197,0.00444681140655741
Q47,566,Q154,8.097165991902238e-05,0.0051682504930309035
Q47,566,Q155,-0.0011336032388663962,0.003087558860718667
Q47,566,Q156,-0.0019433198380566761,0.002022671416485335
Q47,566,Q157,-0.000971659919028336,0.0016315337392396741
